age_scaled,total_salary_idr_scaled,total_spending_idr_scaled,frequency_yearly_scaled,membership_status_label,membership_status
-1.2895505767458104,1.4288124996946872,0.4866332096899507,0.5327629719679187,1,Platinum
1.5392768286245526,-0.6387042153704394,-1.3364973336613504,0.8283728884433901,2,Silver
1.6708501963161975,-0.07788097982076479,1.7658576393885328,-1.6843114015981173,1,Platinum
-0.03960358367518487,-0.6078599563292744,0.04155513799680298,1.1239828049188616,2,Silver
-0.03960358367518487,0.17706208564067646,-0.06887035439266195,-0.7974816521717029,1,Platinum
-0.5001103705959417,-1.750571371795754,-1.185973198784091,-0.3540667774584957,2,Silver
-1.1579772090541656,-1.0240909783227947,0.12846185587561765,0.015445618135843619,2,Silver
-0.43432368675011923,0.9450575938989653,0.7072127264261517,1.2717877631565973,0,Gold
1.0129833578579734,-0.961715168039351,1.6219160995267614,-1.2408965268849101,2,Silver
1.2103434093954406,-0.10048024914883402,-0.47049935982223545,0.2371530554924472,2,Silver
1.5392768286245526,-1.29313350749702,-1.2939621217534076,1.5673976796320688,0,Gold
-0.6974704221334088,0.27688637261719523,-0.2454157966718924,-0.2801642983396278,0,Gold
-0.6316837382875864,0.7682432745101816,1.743322528631451,-0.1323593401018921,1,Platinum
-0.30275031905847444,-1.2686747229094244,-1.2379319024586262,0.5327629719679187,1,Platinum
-0.894830473670876,-0.5133771559477065,-1.1440086214038592,-1.2408965268849101,2,Silver
-0.9606171575166984,1.412757583176029,0.3309330012561385,0.4588604928490508,1,Platinum
-1.0921905252083433,-0.12642036817504754,0.8387907771724871,0.902275367562258,1,Platinum
-1.6842706798207447,0.10537320271072509,1.2197434199045734,-0.6496766939339671,2,Silver
0.35511651939974953,0.0019467486581787599,-0.6263511521574111,1.1239828049188616,0,Gold
0.2235431517081047,1.4984581715482892,0.39771977269047193,1.2717877631565973,0,Gold
-1.223763892899988,-0.2445959907569252,1.0912464226695242,0.16325057637357934,2,Silver
-0.36853700290429686,0.013886650512753822,-1.461130495321435,1.1239828049188616,2,Silver
-0.30275031905847444,-0.2597486935320925,-0.8835670060997513,1.1978852840377294,2,Silver
-0.5658970544417641,-0.7111341966211346,-1.4405002448973765,-0.5018717356962314,2,Silver
-1.6184839959749224,-0.47314979940533985,0.8755423367905801,0.7544704093245223,2,Silver
1.4077034609329078,0.6858577396583133,-0.9695255670640149,-0.723579173052835,2,Silver
1.1445567255496183,1.7248179535264843,0.03553979775520246,0.16325057637357934,1,Platinum
-1.1579772090541656,0.54744654196169,-0.6970368386805307,-0.5757742148150993,1,Platinum
-1.5526973121291,-0.021201627384037185,0.2431285896836521,1.1239828049188616,1,Platinum
-0.03960358367518487,-0.1902938248432942,-0.42879393574953717,-1.6843114015981173,0,Gold
-0.36853700290429686,-0.7132414670404306,0.34928926007327443,0.4588604928490508,2,Silver
0.2235431517081047,-0.4444847930717069,-1.3232321883822429,0.902275367562258,2,Silver
0.09196978401645993,-1.143838466644617,-0.7376236419331978,1.1978852840377294,1,Platinum
0.6182632547830391,0.7005396097582415,0.15376420805910226,1.1978852840377294,0,Gold
-0.03960358367518487,-1.0294279441783745,-1.1202697744172416,0.6805679302056544,1,Platinum
0.4866898870913943,-0.12609485163753628,-1.0770582232671826,0.6805679302056544,2,Silver
-1.223763892899988,-0.4476110241636175,1.5150558589434555,-1.6104089224792493,2,Silver
-1.0921905252083433,-0.9375900093567987,-1.1298651674558826,-0.5757742148150993,1,Platinum
1.4077034609329078,1.648283117623901,-0.07374629027060522,-0.7974816521717029,1,Platinum
1.078770041703796,0.6301120364156529,-0.3157918666665991,-0.7974816521717029,2,Silver
1.5392768286245526,-0.55226910006147,-0.17780945435927473,1.5673976796320688,1,Platinum
-0.8290437898250537,-1.7168834045706023,-0.9187583237315652,0.9761778466811258,2,Silver
0.8814099901663287,-1.0320241302303945,0.37030204424329044,0.7544704093245223,1,Platinum
-0.7632571059792312,0.296629000718231,-0.2971915663147719,-1.7582138807169851,0,Gold
-0.6316837382875864,0.717654103695515,1.7266473282878418,1.7152026378698044,2,Silver
-0.5658970544417641,-0.46010590503296583,-0.684531011427064,0.3110555346113151,0,Gold
0.35511651939974953,0.7182019753623077,-1.2464591378981154,-1.5365064433603814,1,Platinum
0.7498366224746839,-1.1245157779467232,0.7047838488595325,0.6066654510867865,0,Gold
-0.23696363521265207,-0.9586338181022294,0.4706279387105171,-0.5757742148150993,1,Platinum
1.2761300932412631,-0.7614975634950408,-1.6198516598048702,0.2371530554924472,0,Gold
-0.23696363521265207,0.5395617433231387,-1.5777401214049414,0.08934809725471148,0,Gold
0.5524765709372167,0.7116622365033889,-1.236178936808927,-1.2408965268849101,0,Gold
0.8156233063205063,1.204373822224257,0.7198587551916689,0.6805679302056544,2,Silver
-0.7632571059792312,-1.6538274560395858,-1.0480779219690162,-0.5018717356962314,0,Gold
-0.17117695136682967,1.7155693829757481,0.9470507797070817,0.4588604928490508,1,Platinum
0.09196978401645993,0.06737478040341388,1.2631884071549127,0.16325057637357934,1,Platinum
-0.6974704221334088,-1.1114095486371425,0.39802791300457113,-0.6496766939339671,2,Silver
-0.6974704221334088,1.6384975578047556,1.0323326906472683,-1.0930915686471743,2,Silver
0.8814099901663287,-0.0500756829594207,0.9203128867990752,1.1239828049188616,1,Platinum
0.8156233063205063,0.17379981291758323,-0.8564331769737293,-0.9452866104094386,0,Gold
-1.3553372605916327,0.7561596178041564,-1.5015355688225445,-0.20626181922075998,1,Platinum
-1.6184839959749224,0.5306338423316188,-0.6844883566029488,-0.6496766939339671,2,Silver
-0.894830473670876,1.4320772658152687,1.7654308969086563,-0.9452866104094386,2,Silver
1.1445567255496183,0.8172482757169243,0.17404416836563277,-1.0191890895283064,1,Platinum
1.3419167770870855,0.1582198769690512,-0.8757528598692389,-0.3540667774584957,0,Gold
-1.1579772090541656,1.306412036445341,-0.8837306716498395,-1.7582138807169851,0,Gold
0.4866898870913943,-0.549888790965818,0.40352218844120286,0.16325057637357934,2,Silver
-0.6316837382875864,0.9833427569174281,1.1399106433212174,-1.6104089224792493,1,Platinum
0.026183100170637526,-1.1319501804483272,1.6595804257636233,-0.9452866104094386,1,Platinum
0.1577564678622823,1.0464742530620612,0.1326791670832082,0.38495801373018296,2,Silver
0.6840499386288615,1.5941069498431588,-0.06002507246407406,-1.166994047766042,1,Platinum
1.078770041703796,-1.5530789108894463,-0.8339228899257638,0.902275367562258,2,Silver
-0.30275031905847444,1.0668143178435117,0.9267247459748678,-1.7582138807169851,0,Gold
1.6050635124703752,-1.5060251912909106,-1.4059543048548375,1.2717877631565973,0,Gold
-0.17117695136682967,-1.3556279755375693,-0.6502337358008827,-1.5365064433603814,1,Platinum
-1.2895505767458104,-0.4279631917726967,0.7945123503988645,-0.723579173052835,0,Gold
0.4866898870913943,-0.17772197489073305,-0.9640755780567923,0.16325057637357934,0,Gold
1.4077034609329078,-1.715307926899717,-1.6570273591039182,-1.2408965268849101,2,Silver
-0.9606171575166984,1.2735582155425282,0.7085183602910735,-0.1323593401018921,2,Silver
-0.23696363521265207,0.4994568894966211,1.5776530953079417,-0.723579173052835,1,Platinum
-0.7632571059792312,-0.9932851688690658,0.16568704720191763,0.16325057637357934,2,Silver
0.4209032032455719,0.41254630425913996,-0.8871900245028677,0.4588604928490508,1,Platinum
-0.894830473670876,-0.024932728743266807,-0.12967966213686316,1.0500803257999938,1,Platinum
-0.23696363521265207,0.9913954520877833,1.0406316955843202,1.6413001587509366,2,Silver
0.7498366224746839,0.41846059649576633,0.5986293164136354,-1.2408965268849101,0,Gold
0.35511651939974953,-0.6603954219571715,-0.6353139096671685,0.38495801373018296,0,Gold
1.2103434093954406,-1.3577528861615251,-0.13495646789644908,1.2717877631565973,0,Gold
1.5392768286245526,1.329175916613197,0.9560890960810502,-0.5018717356962314,0,Gold
0.5524765709372167,0.24114121264753538,0.03758163523743311,-1.5365064433603814,1,Platinum
-1.6842706798207447,-1.004428581694209,1.7559662653800074,1.6413001587509366,0,Gold
1.3419167770870855,0.7154892288034058,1.614864262598262,1.345690242275465,1,Platinum
1.2103434093954406,0.09598381345885211,1.0530815820848491,-0.20626181922075998,2,Silver
-1.4211239444374553,0.8914902112526265,-1.529967262264469,-1.6104089224792493,2,Silver
-0.894830473670876,1.1397494101592147,1.6642855869541258,-0.723579173052835,1,Platinum
-1.4211239444374553,-0.7052172711703384,-1.0817992020786633,0.7544704093245223,0,Gold
0.35511651939974953,-0.4407861291826051,-0.6982791507209464,1.6413001587509366,1,Platinum
1.6050635124703752,1.1007680066720167,-0.643666679883433,0.9761778466811258,0,Gold
-0.36853700290429686,0.6645071964162642,-0.86907862302307,0.6066654510867865,0,Gold
-0.17117695136682967,-0.9155459287685251,-1.5836279633471377,-0.7974816521717029,1,Platinum
-0.5658970544417641,-0.06967884392057493,0.7201264161553783,1.7152026378698044,1,Platinum
-0.36853700290429686,-0.49042114435657197,0.8745382391230913,-1.7582138807169851,0,Gold
-1.0921905252083433,-1.1813320342175033,0.2253269989709928,0.08934809725471148,1,Platinum
-0.17117695136682967,-1.7032924075231843,-0.1556759127432474,-1.2408965268849101,0,Gold
0.8814099901663287,0.23912090820418572,0.49836787035552244,-0.6496766939339671,1,Platinum
1.3419167770870855,-0.430474043043389,1.5016781328990607,0.9761778466811258,2,Silver
-0.36853700290429686,0.06030411099895451,1.0015343925741127,-1.0930915686471743,0,Gold
-0.10539026752100726,1.1854590020893283,-0.6432055183014017,1.2717877631565973,2,Silver
1.6708501963161975,1.4486852738234988,-0.6689935449940729,0.902275367562258,1,Platinum
-0.23696363521265207,-1.6618588524687796,-0.4480266773915225,0.08934809725471148,2,Silver
-0.30275031905847444,1.52674292311357,-0.12693398120898838,0.2371530554924472,1,Platinum
-1.4869106282832776,0.8532077280538941,0.22631307128475725,-0.9452866104094386,0,Gold
0.4866898870913943,-0.7625882734280891,-1.7186572477677762,-0.3540667774584957,1,Platinum
-1.3553372605916327,0.0676631756119642,1.0263189431632167,-0.7974816521717029,1,Platinum
0.09196978401645993,0.26791119028451926,-1.4623122437272464,1.5673976796320688,0,Gold
0.2893298355539271,-0.4861594386907254,-1.063086437504784,0.7544704093245223,1,Platinum
0.5524765709372167,0.052755967626880736,0.7658097716303874,0.3110555346113151,0,Gold
0.8156233063205063,-0.8341767213751016,1.1916631043170396,-0.9452866104094386,1,Platinum
1.0129833578579734,1.5310233176091885,1.3752946860836888,-0.5018717356962314,0,Gold
-0.23696363521265207,0.2283913760593159,0.691811343644231,1.419592721394333,2,Silver
-1.3553372605916327,-9.921214624184896e-05,-0.7004937441256177,-1.6843114015981173,1,Platinum
-0.6974704221334088,0.16458521782047236,-1.6061606655440235,-1.6843114015981173,1,Platinum
-1.6184839959749224,-0.23118857301242893,1.5761475509467575,-0.5757742148150993,1,Platinum
-0.17117695136682967,1.6713409856675707,-0.6108618569283388,-1.0930915686471743,0,Gold
-0.6316837382875864,-1.7231400845576512,-0.4902250793494854,-0.5018717356962314,1,Platinum
1.2103434093954406,-0.025329598393947193,-0.6737799756673156,-0.20626181922075998,0,Gold
-1.6842706798207447,1.1246289817347133,-0.1018379882474522,-0.42796925657736357,1,Platinum
-1.3553372605916327,1.501287501916853,-0.45605875947202185,-1.7582138807169851,2,Silver
-1.4211239444374553,0.47713023939486326,-0.28171070104638535,-0.058456860983024245,1,Platinum
1.2103434093954406,1.133703783453019,0.2643246186672846,0.8283728884433901,2,Silver
1.5392768286245526,1.1906861652443028,-1.3321959947811177,0.015445618135843619,0,Gold
0.1577564678622823,0.07887999219493969,1.6227196651340663,0.8283728884433901,2,Silver
-0.9606171575166984,-0.497557923748641,-1.4261714872052933,0.4588604928490508,1,Platinum
0.8156233063205063,1.648159123530115,1.0703145195047974,0.4588604928490508,1,Platinum
1.3419167770870855,0.1811922471119313,0.19879266824728783,-1.6843114015981173,0,Gold
-1.5526973121291,-0.05242646743247792,-0.543017611024755,-0.42796925657736357,1,Platinum
1.4077034609329078,-1.0296558919749192,0.36239563461817575,-0.9452866104094386,1,Platinum
-1.6842706798207447,-0.778251353696604,-0.56877471491233,-1.0930915686471743,0,Gold
0.026183100170637526,-0.26515188588918315,1.0234940128353467,0.4588604928490508,0,Gold
1.4077034609329078,-0.46633914242306895,0.6482253390791943,1.493495200513201,2,Silver
-0.17117695136682967,-1.5932915167719057,-1.1537441382590603,-0.20626181922075998,0,Gold
1.1445567255496183,-1.5761077203661265,-0.2108157417204352,-0.1323593401018921,1,Platinum
-0.5001103705959417,0.42204780318686425,-0.5081751849916457,-0.1323593401018921,0,Gold
-1.223763892899988,1.5687807192602268,1.1317946112635662,-0.723579173052835,1,Platinum
1.1445567255496183,1.439770072847223,-0.5138053109928771,0.08934809725471148,2,Silver
1.3419167770870855,-0.7708952951422484,-0.8105871271422594,-1.6104089224792493,0,Gold
-1.6184839959749224,-0.811454226944995,-1.2789494883566597,-0.1323593401018921,1,Platinum
0.2235431517081047,0.9384796384804132,-0.6499730674312905,-0.3540667774584957,0,Gold
0.2235431517081047,-0.9691419505318086,-0.22411169326140362,1.493495200513201,0,Gold
1.4734901447787303,-0.8631903839070483,1.1330608923627061,1.1239828049188616,0,Gold
0.8156233063205063,-0.6793941087982712,0.12476440519289793,1.0500803257999938,0,Gold
1.2103434093954406,-1.225893544769558,-1.0518863218117294,-1.2408965268849101,2,Silver
0.35511651939974953,-0.060823461181237416,0.6138392575077244,-0.5018717356962314,1,Platinum
-1.6842706798207447,-0.16551644464392584,-1.7132447856823159,1.1978852840377294,0,Gold
0.7498366224746839,-0.7549776319993466,1.2481882827320856,-1.3887014851226458,1,Platinum
-0.894830473670876,0.8628809451693856,1.6868491342606176,0.16325057637357934,2,Silver
-1.0264038413625207,0.3682488375102594,-0.8871132613585585,0.8283728884433901,1,Platinum
-1.0921905252083433,1.5728535558920316,-1.6022152885521028,-0.723579173052835,1,Platinum
1.4077034609329078,0.9678334050903165,0.48553840253766334,0.902275367562258,2,Silver
-0.03960358367518487,-0.32785666152161735,-1.0469361867406533,-1.4626039642415136,0,Gold
-0.43432368675011923,-1.0919388872845706,-1.043960177532106,1.0500803257999938,1,Platinum
-0.6316837382875864,1.7215213092025012,-0.5215747434687843,-1.166994047766042,1,Platinum
-0.6316837382875864,0.6435084319450842,0.7618783021312111,-1.314799006003778,0,Gold
-1.4869106282832776,1.3320757611948404,1.0917380020359653,1.1978852840377294,0,Gold
-1.4211239444374553,0.010607692998991385,-0.19610942279376697,-0.3540667774584957,1,Platinum
-0.23696363521265207,-0.9546982814517415,1.2944143412060818,-1.0930915686471743,2,Silver
1.2761300932412631,-1.7307326197261284,0.4326724486241629,0.08934809725471148,0,Gold
1.6708501963161975,1.5377221678517516,1.3483067690882462,-1.5365064433603814,0,Gold
-1.0921905252083433,0.07208769780351701,-1.3939449906314392,0.9761778466811258,2,Silver
1.2761300932412631,1.620071373669188,-0.006717536232070628,-0.058456860983024245,1,Platinum
0.09196978401645993,0.9034537188236093,1.0502583610577634,-0.7974816521717029,0,Gold
0.4209032032455719,0.4435355298963289,0.40109746758330883,1.1978852840377294,1,Platinum
1.078770041703796,0.5983444280092974,1.3536900176693945,-1.7582138807169851,1,Platinum
-0.03960358367518487,1.5385548694017142,-0.49279450805786096,-0.5757742148150993,1,Platinum
1.5392768286245526,-1.5561179196748278,-0.2662925360385832,1.493495200513201,2,Silver
1.4077034609329078,-1.6562199291865358,-1.223130678490689,-0.058456860983024245,1,Platinum
0.1577564678622823,0.23340401381917777,1.1904158974607417,0.16325057637357934,1,Platinum
0.026183100170637526,-0.13627334293749743,-0.6074314844931521,-1.314799006003778,0,Gold
-0.5658970544417641,-1.4837239878252013,-0.4898885413337213,-1.166994047766042,0,Gold
0.8814099901663287,-0.4684726750757226,-0.7432063736854125,1.345690242275465,2,Silver
-1.0921905252083433,-0.02786088620293127,-1.172278475139715,0.7544704093245223,2,Silver
1.0129833578579734,0.44005416443319123,1.2173091036536408,-0.9452866104094386,0,Gold
-1.4211239444374553,-0.2720765167697265,-0.7364642309808164,-0.2801642983396278,0,Gold
-1.0921905252083433,-0.31360293340348416,-0.7988324598879634,-1.6104089224792493,2,Silver
1.5392768286245526,-0.36519302853884106,-0.4272431726130614,-0.723579173052835,1,Platinum
-0.36853700290429686,0.6855496069948791,-1.1321607584090785,-0.2801642983396278,2,Silver
-0.17117695136682967,-0.7036372028517409,-0.22547043199387126,-1.0930915686471743,1,Platinum
0.7498366224746839,0.266822251362771,-1.5170936245604363,0.6066654510867865,0,Gold
-1.5526973121291,-0.27414200530400856,-0.19388861374988037,1.5673976796320688,0,Gold
0.8814099901663287,-0.6853037637816249,-0.276206053261813,-1.3887014851226458,0,Gold
0.2893298355539271,1.7217886853032531,-0.32547548293435247,-1.6843114015981173,1,Platinum
0.9471966740121511,0.8499021820678502,-0.38444364064748743,0.3110555346113151,2,Silver
0.6840499386288615,-0.5175119313694537,-0.7886622756128863,1.1239828049188616,1,Platinum
-1.6184839959749224,1.6318364580662206,1.3773717973184663,0.6066654510867865,2,Silver
-1.6184839959749224,-1.1847326555470254,-0.13409769964336327,-1.5365064433603814,2,Silver
0.8156233063205063,1.1223450762410145,0.5627407206050985,-1.5365064433603814,2,Silver
1.4734901447787303,-1.1201618864821514,0.4991990955573354,0.3110555346113151,0,Gold
1.0129833578579734,-1.7482921734636687,-1.3009647385888705,0.902275367562258,2,Silver
1.1445567255496183,1.3582578329885375,-1.3024669808917217,-0.3540667774584957,0,Gold
0.4866898870913943,-0.19453269378448176,1.663878579128758,1.1978852840377294,2,Silver
1.0129833578579734,1.5923541613172427,-1.474762363314246,-0.1323593401018921,2,Silver
-0.43432368675011923,-0.8134290210584887,0.5869007936917887,1.493495200513201,0,Gold
0.4209032032455719,-0.19077078614974283,-0.5794991788144328,-0.5018717356962314,0,Gold
-1.4869106282832776,1.4395216419068257,-0.203316223377453,0.015445618135843619,1,Platinum
1.2103434093954406,-1.583969961913382,-0.7286043221065812,-1.7582138807169851,2,Silver
1.1445567255496183,0.302471566997204,-1.6923156018597458,-0.723579173052835,0,Gold
-1.0264038413625207,0.9630638852369515,-1.1975692895429062,0.6805679302056544,1,Platinum
1.0129833578579734,0.1929062285118445,-1.0103646087255886,1.7152026378698044,1,Platinum
1.3419167770870855,-1.488746296238873,-0.7241522928231223,-0.3540667774584957,0,Gold
-1.4211239444374553,-0.839124763828071,-1.272505502095673,0.902275367562258,2,Silver
-0.10539026752100726,-0.279586979546113,0.15838980906764877,0.16325057637357934,1,Platinum
1.4734901447787303,1.5863924013172181,0.29514630308298767,-0.20626181922075998,2,Silver
0.6840499386288615,0.4480761232363779,-1.0909023941869416,-1.4626039642415136,2,Silver
0.4866898870913943,0.5210919829884768,-0.6668396317672411,0.6805679302056544,1,Platinum
-1.1579772090541656,-1.5980362191642892,-0.15265460706391853,1.0500803257999938,0,Gold
-1.3553372605916327,0.7013766223225529,-1.0710998338198923,-1.6104089224792493,2,Silver
-0.5658970544417641,0.5971048133103606,0.3967685468040583,-0.5757742148150993,0,Gold
-0.8290437898250537,-0.6312294524534178,-0.3971247877745711,-0.058456860983024245,1,Platinum
-0.5001103705959417,1.6388087664351847,0.9476474033762616,-0.058456860983024245,2,Silver
-0.8290437898250537,-1.642044172171167,0.14213455284852428,-1.6104089224792493,0,Gold
0.8814099901663287,-0.6775296533493288,0.30023442534464373,1.493495200513201,0,Gold
-0.6316837382875864,-1.05218385479538,1.0469331494685508,-1.314799006003778,2,Silver
0.5524765709372167,-0.53146610224729,0.339740367785513,0.015445618135843619,0,Gold
0.1577564678622823,0.5331286612894893,-1.5320157427111112,-1.6104089224792493,0,Gold
1.0129833578579734,0.3459314386122665,-0.21678326038782292,-0.723579173052835,1,Platinum
-0.6316837382875864,-0.5559617984388242,0.4196937277696461,0.3110555346113151,1,Platinum
1.078770041703796,1.6679374980960762,1.258414679694316,0.3110555346113151,0,Gold
-1.223763892899988,0.2735360153847032,-0.6748734619962697,-1.0930915686471743,0,Gold
-1.6842706798207447,1.3640119186108473,-0.4663227222037601,0.5327629719679187,2,Silver
1.2103434093954406,-0.27319999041182635,1.5560999778513895,-0.1323593401018921,1,Platinum
0.6182632547830391,1.2607604917408657,-0.16883830573657674,1.0500803257999938,2,Silver
-1.2895505767458104,-0.2663019247007843,0.3839644077160016,-1.166994047766042,0,Gold
1.2761300932412631,1.607497682796986,1.3236353042851159,0.902275367562258,2,Silver
-1.4211239444374553,-0.6837973089458822,1.7500414792322252,1.1239828049188616,0,Gold
-0.17117695136682967,0.5067967992242536,0.30931232757086474,-0.7974816521717029,1,Platinum
0.09196978401645993,1.4141588725644392,-0.21723051447710984,-1.5365064433603814,1,Platinum
1.078770041703796,-1.4985964746676912,1.6852003194155203,-0.3540667774584957,0,Gold
-0.6316837382875864,0.4552873084058307,-0.28153747895100356,0.2371530554924472,1,Platinum
0.6840499386288615,1.092496661514442,-0.02915405141209943,-0.7974816521717029,0,Gold
-0.43432368675011923,-1.0903331626049022,-0.6256952856769602,1.419592721394333,2,Silver
-1.5526973121291,-1.391798970513778,1.6707905253271675,0.6805679302056544,0,Gold
0.6840499386288615,0.32746349589446533,1.0779237438799298,-0.8713841312905707,2,Silver
-0.03960358367518487,1.1309911301052382,1.1659797334496562,0.4588604928490508,0,Gold
-0.7632571059792312,0.9892435102387209,1.6934428785789482,0.6066654510867865,1,Platinum
1.6050635124703752,-0.6223414225189301,0.4197079848920962,1.0500803257999938,0,Gold
1.4077034609329078,0.8328372065386382,0.5073567335499841,0.2371530554924472,0,Gold
-1.223763892899988,-0.559763017863869,-1.3900686460825538,0.015445618135843619,0,Gold
-0.894830473670876,-0.165387533663504,1.227411110136075,0.5327629719679187,1,Platinum
1.4077034609329078,0.5795553962822352,1.6364664059091252,-1.166994047766042,0,Gold
-1.5526973121291,0.1895835083767458,-0.7179009136823202,0.2371530554924472,1,Platinum
-1.6842706798207447,1.1823582409362465,-0.4384985297996422,0.4588604928490508,0,Gold
-1.1579772090541656,1.2272505577569326,1.4418407957371542,-0.5757742148150993,2,Silver
0.2893298355539271,0.764828671512501,-0.19217923527017883,-0.1323593401018921,0,Gold
0.9471966740121511,0.39231667135336173,1.2121088279518935,-0.8713841312905707,2,Silver
-0.03960358367518487,-1.2218203818988296,0.4879473123633034,-1.0930915686471743,1,Platinum
-0.6316837382875864,-1.2664876404677234,-0.01093445896221023,-0.6496766939339671,1,Platinum
0.4866898870913943,0.1069773894068961,-1.364810463785243,-1.3887014851226458,0,Gold
-1.1579772090541656,0.49169324201266357,1.0555877278164636,1.7152026378698044,1,Platinum
1.6050635124703752,-0.7699893063483547,0.624626577061392,-1.0191890895283064,0,Gold
-0.894830473670876,1.6838456304018499,-1.6820464335301648,-1.6104089224792493,1,Platinum
-1.4211239444374553,0.07688897934638217,1.1359445604811609,0.2371530554924472,2,Silver
0.9471966740121511,0.00923595153595623,1.360577256701923,1.1978852840377294,1,Platinum
-0.894830473670876,-0.08436087713996497,-1.3594620616314455,-0.723579173052835,2,Silver
-1.6842706798207447,0.7014470666272917,1.5158882884253664,-0.8713841312905707,0,Gold
-0.10539026752100726,-0.4319697319946497,1.359310897907293,1.2717877631565973,0,Gold
1.3419167770870855,-0.040015779508224276,0.546158327524523,1.493495200513201,0,Gold
-1.4869106282832776,0.4688989051110023,0.8667453037614011,-0.5757742148150993,2,Silver
0.6182632547830391,-0.6059976680388965,0.8448502484525163,-1.314799006003778,0,Gold
1.6708501963161975,0.8757269756345359,0.19858316235798665,0.2371530554924472,0,Gold
-1.0921905252083433,1.0893399736887261,1.6503261159269227,0.9761778466811258,2,Silver
0.09196978401645993,1.5497900019699773,-1.0687591794823854,-0.8713841312905707,1,Platinum
-1.3553372605916327,-0.5609900723642434,0.35719633011005575,-0.5757742148150993,0,Gold
0.026183100170637526,-0.7911646359855969,-0.24220223350208486,-0.723579173052835,1,Platinum
-0.9606171575166984,-1.4440318728427242,-0.7414009635798344,0.8283728884433901,1,Platinum
1.6708501963161975,-1.7524949697010073,-1.1148081310864904,0.2371530554924472,0,Gold
1.4077034609329078,0.9217391774691611,-1.306371606599037,-0.723579173052835,0,Gold
-1.5526973121291,1.2054639961933593,-1.3750726006729617,1.5673976796320688,2,Silver
1.2761300932412631,0.8959912131690067,-1.6315801825267167,-1.0191890895283064,2,Silver
0.4209032032455719,-0.13981757930178806,0.5851196634268954,0.4588604928490508,0,Gold
-1.0921905252083433,1.1296091354188869,1.0533022372769927,-1.5365064433603814,1,Platinum
0.2893298355539271,1.0298482786102474,-1.4503741374206085,0.7544704093245223,2,Silver
